Accident ID,Date,Time,Column1,Latitude,Longitude,Weather Condition,Road Condition,Vehicles Involved,Casualties,Cause
8b603e01,06-01-2023,16:25,"Toronto, Canada",16.054662,-21.179242,Storm,Gravel,4,8,Speeding
f0ab2233,06-11-2023,20:31,"Berlin, Germany",-39.95929,28.481268,Snow,Wet,5,8,Mechanical Failure
539ab06a,24-10-2024,15:05,"Sydney, Australia",-46.267914,80.724726,Snow,Wet,5,10,Drunk Driving
7a9ab7d4,10-01-2024,12:54,"Sydney, Australia",31.277233,91.762115,Snow,Under Construction,2,5,Distracted Driving
e1792fe8,21-09-2024,02:25,"Toronto, Canada",-13.062969,110.614205,Clear,Under Construction,3,5,Drunk Driving
704ff0f7,28-03-2023,16:14,"Paris, France",86.252307,-101.266285,Rain,Dry,5,6,Mechanical Failure
7b7ce00c,11-03-2023,13:31,"Sydney, Australia",-21.308601,-17.26341,Storm,Snowy,4,2,Reckless Driving
5363c684,12-06-2024,09:08,"London, UK",89.965163,-23.061256,Hail,Gravel,3,0,Mechanical Failure
75ee25d5,25-08-2023,22:09,"Berlin, Germany",22.85817,-18.441219,Hail,Gravel,4,5,Reckless Driving
9e09b5ad,10-08-2023,03:52,"São Paulo, Brazil",52.794199,90.746203,Storm,Dry,3,4,Mechanical Failure
fe99c571,22-10-2024,05:16,"Berlin, Germany",23.09038,-121.264329,Rain,Icy,2,2,Reckless Driving
171a33fc,20-12-2024,07:48,"Toronto, Canada",51.787237,-138.574956,Storm,Under Construction,3,9,Speeding
52791a22,05-12-2024,23:14,"Beijing, China",75.432491,-119.950415,Snow,Dry,4,0,Drunk Driving
24da75ec,24-02-2023,05:39,"London, UK",-56.607284,72.216364,Snow,Dry,5,9,Weather Conditions
23456d8c,27-02-2024,22:21,"Tokyo, Japan",-80.858426,-125.288426,Storm,Icy,3,5,Reckless Driving
1b113fdc,03-06-2023,00:23,"Toronto, Canada",40.262583,107.77624,Fog,Dry,3,6,Distracted Driving
cdf036d1,13-03-2023,00:35,"Tokyo, Japan",32.423069,-160.103729,Storm,Wet,1,7,Speeding
4b263d72,24-10-2023,22:55,"Mumbai, India",-9.327968,-33.3129,Storm,Gravel,2,1,Speeding
20ff579c,20-11-2024,11:06,"São Paulo, Brazil",-33.82367,101.423496,Hail,Dry,2,10,Speeding
91965938,23-06-2024,06:53,"Berlin, Germany",23.122984,-118.844551,Snow,Snowy,3,7,Distracted Driving
bc7d2d21,31-08-2023,18:22,"Berlin, Germany",-79.618051,-101.24672,Snow,Wet,4,4,Weather Conditions
86a8a839,09-09-2024,06:31,"Tokyo, Japan",84.70649,-106.860665,Rain,Snowy,3,2,Distracted Driving
75b454c6,15-10-2023,09:51,"São Paulo, Brazil",10.719766,175.165936,Hail,Icy,4,0,Weather Conditions
25c33699,10-10-2024,01:45,"São Paulo, Brazil",-9.629792,-94.426787,Snow,Wet,3,7,Distracted Driving
51671631,29-01-2024,04:28,"Sydney, Australia",23.894007,-73.592199,Clear,Icy,5,1,Mechanical Failure
717c4a65,26-02-2023,11:46,"Tokyo, Japan",-72.463657,-7.572627,Fog,Snowy,5,3,Drunk Driving
dcbf777d,05-06-2023,17:09,"Berlin, Germany",-17.995348,19.950191,Snow,Gravel,1,1,Mechanical Failure
a687f5d0,30-07-2024,02:52,"São Paulo, Brazil",-59.987565,-163.716181,Fog,Snowy,4,9,Reckless Driving
20d96519,02-09-2024,06:58,"São Paulo, Brazil",29.597919,136.861866,Rain,Wet,2,7,Speeding
224908cf,05-12-2024,13:51,"Paris, France",14.158657,-38.421554,Hail,Dry,1,6,Mechanical Failure
8ac08d30,26-09-2023,19:35,"Toronto, Canada",87.968215,-132.10774,Clear,Dry,2,7,Mechanical Failure
7a28aaa5,04-04-2024,22:29,"São Paulo, Brazil",-70.387016,-115.167873,Rain,Icy,1,2,Mechanical Failure
7973d39c,23-08-2023,17:16,"Toronto, Canada",-31.568195,-98.161483,Storm,Gravel,5,1,Drunk Driving
fc226bbe,08-06-2024,18:25,"São Paulo, Brazil",81.557425,15.554911,Fog,Wet,3,10,Weather Conditions
ab9c8e88,10-09-2024,13:34,"Beijing, China",-82.052053,151.699577,Fog,Wet,2,7,Weather Conditions
42dbf833,04-01-2024,17:33,"Toronto, Canada",-59.831549,101.650932,Rain,Snowy,3,6,Distracted Driving
c6a230b5,03-05-2024,13:23,"New York, USA",47.019814,-32.517469,Hail,Under Construction,5,10,Reckless Driving
d6954d7e,24-01-2023,20:31,"Sydney, Australia",-71.854997,69.521867,Clear,Under Construction,3,4,Weather Conditions
2555dd48,12-06-2024,02:40,"Toronto, Canada",32.462734,-27.729115,Rain,Snowy,5,5,Distracted Driving
09691a0e,31-07-2023,15:05,"Beijing, China",-84.655513,63.796021,Hail,Icy,1,3,Reckless Driving
91c5a4f8,29-04-2023,22:33,"São Paulo, Brazil",-20.702782,77.773387,Fog,Gravel,3,10,Reckless Driving
d1451e60,07-05-2024,18:44,"Sydney, Australia",-56.94372,-36.75808,Hail,Snowy,1,8,Drunk Driving
4fbe2918,07-08-2024,18:11,"Toronto, Canada",29.074689,125.958117,Fog,Under Construction,5,9,Speeding
f0cfbd04,02-06-2023,08:37,"Tokyo, Japan",48.287682,54.553836,Fog,Gravel,2,5,Weather Conditions
408b632d,17-09-2023,10:28,"Beijing, China",-29.200652,-93.252838,Clear,Gravel,5,2,Distracted Driving
8336a255,14-01-2024,12:01,"Sydney, Australia",-22.027261,-42.127641,Hail,Gravel,1,3,Reckless Driving
b5dd1a38,16-06-2024,09:10,"Paris, France",14.868387,43.204115,Hail,Gravel,4,6,Drunk Driving
fb856994,12-05-2023,00:26,"Beijing, China",-49.375434,31.860863,Storm,Under Construction,3,8,Speeding
31736b85,14-09-2023,07:07,"Paris, France",-47.047927,-133.058797,Hail,Gravel,4,4,Weather Conditions
3d045dcd,22-11-2024,02:42,"New York, USA",-19.747709,-17.679015,Hail,Under Construction,4,6,Weather Conditions
4b160a21,16-10-2024,05:31,"Paris, France",-0.12431,58.735067,Snow,Snowy,2,5,Mechanical Failure
755ba246,19-12-2023,08:09,"Paris, France",13.940788,-156.129764,Storm,Under Construction,1,0,Reckless Driving
b6038198,05-05-2023,09:09,"New York, USA",26.747371,146.710431,Fog,Icy,4,0,Drunk Driving
46c26ecd,13-11-2023,19:02,"Mumbai, India",-28.528696,-133.374167,Clear,Wet,3,0,Drunk Driving
83316dbc,29-11-2024,12:44,"London, UK",42.558728,22.379537,Storm,Icy,4,0,Drunk Driving
d70443f6,02-11-2024,01:07,"Beijing, China",-62.203376,-174.160472,Storm,Icy,2,8,Weather Conditions
c62b2a26,14-05-2023,03:15,"Berlin, Germany",-22.171586,78.428807,Fog,Under Construction,4,6,Distracted Driving
eeaf9ec9,16-11-2023,19:31,"New York, USA",28.791044,50.262225,Fog,Icy,3,5,Reckless Driving
c4c404a0,17-08-2023,09:32,"Beijing, China",79.346349,117.450146,Hail,Wet,5,8,Reckless Driving
8c1d5c77,27-03-2023,04:32,"São Paulo, Brazil",-87.424745,34.95777,Hail,Gravel,1,5,Reckless Driving
0c4b3785,27-10-2024,23:09,"Sydney, Australia",-82.981176,-132.564438,Snow,Wet,3,10,Mechanical Failure
aa38565a,05-11-2024,02:32,"London, UK",65.602233,-4.952545,Hail,Under Construction,4,0,Mechanical Failure
582ce610,12-07-2024,06:04,"Berlin, Germany",-0.810389,-41.953226,Rain,Dry,2,7,Speeding
cbad5dcd,06-06-2023,06:49,"Beijing, China",-2.953974,-56.33869,Clear,Wet,1,7,Mechanical Failure
99d1caf4,15-10-2023,00:19,"São Paulo, Brazil",-37.499489,-3.339834,Fog,Icy,3,0,Drunk Driving
963924f6,27-01-2023,03:28,"São Paulo, Brazil",48.520113,177.619941,Hail,Gravel,2,8,Distracted Driving
0288b8c8,24-10-2023,22:19,"London, UK",-0.8561,-148.631487,Hail,Icy,5,2,Weather Conditions
1c7f1536,28-11-2023,09:24,"Mumbai, India",77.301191,159.320648,Rain,Snowy,4,0,Drunk Driving
df0caa61,26-09-2023,02:01,"Paris, France",-1.113005,-36.043812,Clear,Snowy,2,9,Distracted Driving
ee598ce7,18-01-2024,06:03,"Berlin, Germany",-15.703411,34.18538,Hail,Icy,4,9,Mechanical Failure
e4babbf0,11-10-2023,05:23,"New York, USA",-86.872032,-62.039003,Clear,Gravel,5,8,Distracted Driving
f0741431,26-02-2023,06:49,"Berlin, Germany",-46.702813,166.279342,Fog,Icy,4,9,Drunk Driving
04441d30,06-01-2023,14:35,"Beijing, China",-43.154918,82.101069,Fog,Snowy,4,2,Mechanical Failure
8692e47e,05-05-2023,05:19,"New York, USA",-71.80889,115.527355,Hail,Under Construction,3,4,Distracted Driving
2f070a94,22-04-2023,09:54,"New York, USA",-35.519666,-108.907469,Fog,Snowy,1,5,Reckless Driving
4406ec4b,28-04-2024,00:28,"Berlin, Germany",29.961954,14.590711,Hail,Dry,4,5,Distracted Driving
66cac387,29-06-2023,22:20,"Sydney, Australia",-0.547544,148.769388,Rain,Icy,4,3,Speeding
78d613d1,04-05-2023,18:36,"London, UK",-51.853532,105.104408,Storm,Under Construction,3,1,Reckless Driving
4cf246db,23-10-2023,02:23,"Berlin, Germany",-33.346748,87.318597,Clear,Gravel,5,6,Distracted Driving
a89cc615,18-03-2024,00:54,"Paris, France",43.025759,26.376717,Snow,Gravel,1,10,Weather Conditions
65cdeb99,14-12-2024,01:28,"São Paulo, Brazil",58.190342,72.147462,Storm,Icy,1,5,Mechanical Failure
c621b4cb,20-06-2024,14:08,"Toronto, Canada",-67.853942,55.157254,Fog,Icy,1,5,Mechanical Failure
5b292edf,09-06-2024,05:32,"New York, USA",-87.76381,-108.639973,Clear,Wet,3,8,Distracted Driving
79828589,21-03-2024,10:37,"São Paulo, Brazil",-56.150908,-160.422787,Hail,Dry,5,9,Mechanical Failure
6806d208,22-04-2024,00:26,"Sydney, Australia",43.40306,-152.087786,Storm,Dry,5,7,Speeding
a6274c46,10-08-2023,19:29,"São Paulo, Brazil",-49.080741,-173.727762,Snow,Dry,3,3,Speeding
fe727107,14-03-2023,04:50,"Paris, France",-56.261097,-58.799492,Rain,Snowy,5,1,Reckless Driving
2ff5183d,29-04-2024,01:56,"London, UK",-79.274876,87.213829,Fog,Gravel,1,1,Speeding
12314b71,31-05-2024,22:16,"Mumbai, India",-68.094844,110.33704,Hail,Icy,2,1,Weather Conditions
c5f7d301,21-12-2024,08:19,"Sydney, Australia",-27.957049,106.578598,Rain,Wet,2,8,Weather Conditions
21c9ae81,20-11-2023,14:17,"Beijing, China",-12.455971,93.164037,Hail,Snowy,2,6,Distracted Driving
2cf31b29,04-11-2023,06:11,"Tokyo, Japan",44.009043,72.535973,Snow,Dry,5,9,Reckless Driving
e08ae244,06-02-2023,15:00,"Paris, France",9.840319,51.439691,Clear,Icy,4,5,Mechanical Failure
90238530,20-03-2023,05:38,"Paris, France",-22.907447,143.08908,Fog,Icy,4,9,Distracted Driving
5914abc2,22-05-2023,05:02,"Toronto, Canada",87.358848,10.86317,Fog,Icy,1,7,Mechanical Failure
25f8b50d,19-12-2024,03:15,"London, UK",-81.813645,-80.667542,Rain,Icy,3,7,Speeding
b2b18c88,03-02-2023,12:08,"Beijing, China",-47.947407,-172.397548,Snow,Icy,5,7,Distracted Driving
c07c04f3,07-03-2023,19:18,"Mumbai, India",87.664349,174.370844,Rain,Under Construction,3,10,Speeding
7424242e,27-12-2024,03:44,"Tokyo, Japan",42.770217,-143.2165,Rain,Icy,4,8,Weather Conditions
8402b30d,24-07-2024,02:41,"Toronto, Canada",-53.466951,-78.290579,Hail,Under Construction,4,0,Speeding
9e180c22,09-09-2024,08:51,"Tokyo, Japan",-76.953438,-15.304042,Snow,Gravel,5,7,Mechanical Failure
1406670f,28-04-2024,14:09,"Beijing, China",56.517933,53.084773,Fog,Under Construction,5,2,Drunk Driving
db954f8d,09-04-2024,11:00,"Sydney, Australia",-78.849597,127.016792,Fog,Icy,2,4,Mechanical Failure
ce3fbea8,29-04-2023,12:03,"Paris, France",-19.207081,-102.026354,Hail,Icy,4,5,Distracted Driving
919e8d63,12-08-2024,10:41,"Tokyo, Japan",-27.999078,-110.073958,Fog,Icy,4,0,Mechanical Failure
aed596a3,30-01-2023,21:36,"Mumbai, India",33.578164,130.168535,Hail,Icy,4,2,Distracted Driving
3aa3e96e,18-10-2023,16:43,"Paris, France",56.878004,-147.647103,Clear,Snowy,5,10,Distracted Driving
006759dd,09-06-2023,10:25,"New York, USA",67.270059,70.436084,Snow,Dry,4,10,Distracted Driving
fd071f84,14-12-2024,10:10,"São Paulo, Brazil",-83.955428,6.968088,Fog,Wet,4,9,Weather Conditions
1bdb7446,20-01-2023,16:36,"London, UK",-74.081787,8.870857,Rain,Icy,5,0,Drunk Driving
62717e3c,07-10-2024,11:48,"Berlin, Germany",-46.378334,-77.522621,Snow,Gravel,2,2,Speeding
19110315,01-10-2023,03:12,"London, UK",71.556979,166.065789,Clear,Snowy,2,7,Mechanical Failure
4c41845f,04-04-2024,20:11,"London, UK",10.166746,106.460361,Fog,Wet,2,5,Speeding
75a1aaa0,19-04-2023,04:11,"Mumbai, India",51.684053,-102.251077,Fog,Dry,3,10,Drunk Driving
0736fdd0,01-12-2023,04:42,"New York, USA",-68.523013,-61.385495,Storm,Wet,4,2,Distracted Driving
b4fc2ec3,16-01-2024,05:38,"Paris, France",-12.877978,11.192447,Clear,Wet,3,1,Weather Conditions
5aecf11c,30-10-2024,10:26,"Tokyo, Japan",-47.514433,-158.171926,Snow,Under Construction,1,1,Weather Conditions
8d0c9631,21-09-2023,10:54,"Berlin, Germany",79.818348,-99.113058,Hail,Snowy,1,1,Mechanical Failure
0f0b9932,26-01-2024,07:56,"Paris, France",25.051016,7.510797,Snow,Icy,1,7,Mechanical Failure
7aebe747,07-06-2024,01:30,"London, UK",55.354924,108.527421,Fog,Under Construction,2,2,Weather Conditions
5fd36849,28-07-2023,15:22,"Beijing, China",81.119187,-42.950675,Clear,Dry,3,0,Speeding
706f2e69,29-06-2024,02:43,"New York, USA",-0.492842,-92.297952,Rain,Icy,5,2,Drunk Driving
4823ac33,29-07-2024,05:57,"São Paulo, Brazil",68.44821,-26.319545,Storm,Dry,5,7,Reckless Driving
204fee7a,05-09-2024,05:13,"Mumbai, India",-68.347655,162.07211,Snow,Wet,5,2,Reckless Driving
ef2e1e4c,30-10-2024,01:45,"Toronto, Canada",11.196086,70.069588,Rain,Icy,4,2,Drunk Driving
6622f7db,12-12-2024,06:04,"Berlin, Germany",76.808167,-111.828728,Storm,Icy,3,3,Drunk Driving
89d68ff7,08-05-2024,14:37,"Beijing, China",-8.346699,-82.419125,Hail,Icy,4,1,Drunk Driving
744fd56b,18-10-2024,15:07,"New York, USA",23.929823,-59.880579,Rain,Under Construction,4,7,Speeding
37fd2bbd,09-05-2024,15:56,"Paris, France",13.333899,100.953105,Clear,Snowy,1,2,Speeding
3.75E+100,13-03-2024,14:41,"New York, USA",19.797045,-141.374032,Storm,Snowy,2,7,Speeding
85535ec5,12-10-2023,20:07,"Paris, France",31.441112,-84.391409,Clear,Snowy,3,3,Reckless Driving
52d97534,03-09-2023,02:45,"Mumbai, India",4.963654,134.927082,Fog,Wet,5,7,Distracted Driving
5ffea803,16-09-2023,16:28,"São Paulo, Brazil",35.345084,12.382754,Rain,Icy,2,0,Reckless Driving
785032f1,21-12-2023,10:52,"Sydney, Australia",24.176629,61.742783,Snow,Dry,5,6,Speeding
6b94fe33,13-07-2024,08:37,"London, UK",-36.129338,62.593017,Rain,Icy,1,7,Drunk Driving
5fe078cd,24-12-2023,16:49,"Mumbai, India",66.124048,141.630641,Rain,Dry,1,7,Reckless Driving
8c5a2ee0,05-08-2024,05:26,"Beijing, China",-56.530835,-127.552344,Clear,Under Construction,4,9,Weather Conditions
de62fa62,03-12-2023,14:09,"Berlin, Germany",-60.900809,14.873817,Fog,Snowy,4,7,Reckless Driving
61487122,19-06-2023,03:02,"Beijing, China",-64.30694,8.14537,Snow,Snowy,1,1,Speeding
6bbaff88,27-08-2024,05:12,"Mumbai, India",62.830944,-142.986808,Storm,Icy,4,7,Drunk Driving
8f6f706c,16-01-2024,01:47,"São Paulo, Brazil",89.133755,89.653499,Rain,Dry,4,2,Speeding
cef64294,24-11-2023,13:57,"Paris, France",25.518191,78.383941,Storm,Wet,1,9,Drunk Driving
10357624,11-06-2023,13:01,"Mumbai, India",10.950469,-65.341669,Rain,Gravel,2,6,Drunk Driving
5c7c6a79,12-12-2023,17:39,"New York, USA",-51.827041,117.55038,Fog,Dry,1,9,Distracted Driving
e053a4c0,19-01-2024,14:17,"Toronto, Canada",16.686589,-30.902842,Hail,Wet,2,5,Mechanical Failure
b4c5b1d6,31-05-2024,00:26,"Beijing, China",25.41173,-107.07042,Storm,Dry,2,5,Drunk Driving
89f2fb17,05-03-2023,05:38,"Berlin, Germany",-33.443254,162.487956,Fog,Icy,1,0,Distracted Driving
97a59a5d,19-02-2023,08:19,"Tokyo, Japan",-44.171888,53.538048,Hail,Icy,3,6,Reckless Driving
addbde8b,09-03-2023,04:39,"Tokyo, Japan",54.704518,11.942804,Storm,Icy,4,5,Reckless Driving
34d5aa2b,06-01-2023,16:10,"Toronto, Canada",60.069451,-118.103242,Rain,Under Construction,1,7,Speeding
52d789e4,14-12-2024,07:11,"Beijing, China",-22.808831,119.987701,Hail,Gravel,2,5,Mechanical Failure
5bd5db81,29-07-2024,10:46,"Tokyo, Japan",-58.36727,-177.901405,Storm,Snowy,3,5,Speeding
3085e850,18-03-2023,23:02,"São Paulo, Brazil",-50.38179,-174.69512,Clear,Under Construction,2,5,Drunk Driving
b69c186a,11-10-2024,01:52,"London, UK",86.709291,72.523767,Fog,Dry,3,9,Reckless Driving
490fd40f,10-03-2024,12:42,"Sydney, Australia",41.208603,166.8092,Clear,Wet,4,1,Speeding
c72a6f9e,02-11-2024,12:04,"Berlin, Germany",41.877459,44.593103,Fog,Dry,5,6,Speeding
ee94dffd,02-10-2023,04:00,"Beijing, China",-87.110395,96.156483,Rain,Snowy,4,1,Mechanical Failure
12bc7b2d,23-12-2023,18:56,"Mumbai, India",-26.205024,66.573533,Clear,Gravel,4,9,Speeding
d5f708cf,26-03-2023,09:03,"Paris, France",-40.19578,-109.227618,Storm,Icy,1,0,Distracted Driving
a7afc1b4,28-12-2023,16:49,"Paris, France",62.685867,-87.846566,Clear,Wet,4,5,Drunk Driving
5c5ff710,01-02-2023,08:57,"Beijing, China",57.094971,119.820326,Snow,Under Construction,5,10,Speeding
925d269d,29-03-2023,17:31,"Mumbai, India",-88.308979,87.899436,Clear,Dry,1,8,Distracted Driving
7e19bb8e,24-05-2024,07:33,"Mumbai, India",-23.976003,163.840482,Snow,Snowy,4,10,Drunk Driving
49bf7d98,05-02-2024,01:17,"London, UK",79.364396,93.247065,Fog,Gravel,2,8,Distracted Driving
87985ce8,07-08-2023,19:41,"Paris, France",-23.650776,15.003396,Rain,Icy,4,6,Distracted Driving
ff3eb305,08-05-2024,03:34,"Sydney, Australia",31.546048,-162.940282,Rain,Gravel,5,2,Weather Conditions
4b8d5f5b,19-03-2023,04:29,"New York, USA",-51.367454,71.561778,Hail,Wet,1,10,Mechanical Failure
5d4faea6,06-09-2024,21:57,"New York, USA",-5.966685,-91.829555,Fog,Snowy,1,5,Reckless Driving
5994a9a5,29-03-2024,02:07,"Paris, France",31.099946,113.349568,Hail,Snowy,2,3,Weather Conditions
b77db26e,23-08-2024,23:03,"Tokyo, Japan",53.783837,-72.285195,Rain,Gravel,1,8,Reckless Driving
f14804e3,22-10-2023,23:06,"Mumbai, India",-25.927423,-138.705118,Snow,Dry,2,5,Mechanical Failure
7c8b0399,09-08-2023,23:22,"Paris, France",40.308789,53.277991,Storm,Wet,5,9,Mechanical Failure
de31060c,10-12-2024,10:19,"Beijing, China",52.247323,-43.408567,Fog,Icy,2,9,Distracted Driving
adc97870,28-11-2024,13:33,"Berlin, Germany",45.631714,-83.518953,Snow,Gravel,1,1,Reckless Driving
a7d34358,13-04-2023,13:49,"New York, USA",-54.405998,163.979475,Hail,Dry,2,10,Weather Conditions
20c9b7c5,10-05-2023,17:36,"Mumbai, India",-72.470484,-69.252466,Rain,Icy,2,5,Speeding
9ddff9cf,24-11-2023,10:02,"Tokyo, Japan",-24.84275,-26.279395,Fog,Gravel,4,10,Weather Conditions
081c2ae8,23-12-2024,10:53,"Tokyo, Japan",-54.336792,21.273753,Fog,Wet,3,3,Speeding
b8488f1c,30-10-2023,16:58,"Sydney, Australia",-81.006383,-33.057516,Fog,Gravel,2,10,Reckless Driving
1b8a17e6,21-03-2024,15:37,"Paris, France",89.990081,128.898582,Rain,Gravel,3,4,Speeding
34ad9067,15-03-2023,22:50,"Paris, France",62.776536,140.266538,Storm,Snowy,5,5,Reckless Driving
58dc4a6b,12-09-2023,05:58,"Tokyo, Japan",-29.563499,-177.550863,Snow,Gravel,2,7,Weather Conditions
5d5443c1,17-01-2023,18:49,"New York, USA",12.822698,-161.716224,Hail,Icy,3,9,Distracted Driving
4a020649,15-12-2023,03:49,"Sydney, Australia",46.315377,102.425872,Hail,Wet,2,5,Weather Conditions
47eea0e3,02-07-2023,17:11,"Sydney, Australia",-66.510048,18.291228,Hail,Dry,5,8,Reckless Driving
8d6a44d5,19-09-2024,19:55,"Toronto, Canada",36.285926,50.013032,Clear,Icy,2,3,Distracted Driving
88b0e747,07-05-2023,03:02,"São Paulo, Brazil",8.313556,92.382589,Snow,Under Construction,2,10,Distracted Driving
1212f495,19-05-2024,07:22,"Beijing, China",25.541643,-150.772913,Rain,Snowy,1,8,Distracted Driving
544aef80,16-11-2023,07:11,"Toronto, Canada",-63.104895,83.093458,Rain,Dry,5,8,Reckless Driving
561785ec,26-02-2023,10:01,"New York, USA",-89.66749,-40.04833,Hail,Under Construction,2,10,Speeding
659b4ec6,05-01-2023,23:26,"Sydney, Australia",37.796462,-137.055138,Fog,Under Construction,1,10,Distracted Driving
448e4a3e,25-10-2023,06:26,"New York, USA",-42.361581,-19.875134,Storm,Dry,5,7,Distracted Driving
3c88ef67,01-06-2023,00:46,"Berlin, Germany",5.772075,167.331079,Snow,Wet,5,7,Distracted Driving
c343e1be,06-04-2024,14:59,"São Paulo, Brazil",-69.997732,177.502643,Clear,Icy,1,5,Drunk Driving
2fae6fe0,19-05-2023,14:24,"Paris, France",82.737913,119.299649,Storm,Snowy,2,1,Speeding
0a89040f,23-10-2023,05:22,"Berlin, Germany",53.124921,162.592335,Snow,Under Construction,5,6,Speeding
601848a3,14-01-2023,13:48,"Sydney, Australia",-27.090913,150.131251,Fog,Snowy,3,9,Mechanical Failure
2bc3f77a,02-07-2024,16:56,"Toronto, Canada",34.147885,-59.001851,Storm,Icy,4,3,Weather Conditions
e8a20a0f,23-04-2024,16:58,"New York, USA",-83.353841,142.841825,Fog,Icy,3,6,Reckless Driving
86a06dbd,18-11-2023,05:43,"Berlin, Germany",2.392047,73.910288,Fog,Icy,3,2,Reckless Driving
2d847c3f,16-07-2023,11:52,"Beijing, China",-35.474471,29.917546,Fog,Wet,3,2,Distracted Driving
00e72144,27-12-2023,21:33,"London, UK",-4.488287,60.364789,Clear,Dry,4,7,Distracted Driving
b54d780e,08-12-2023,08:21,"Tokyo, Japan",48.512864,-90.943767,Clear,Dry,1,5,Mechanical Failure
9b8a1bdd,21-02-2024,23:19,"New York, USA",-69.242904,-119.422766,Hail,Under Construction,2,0,Reckless Driving
c85d0bde,03-03-2023,19:19,"New York, USA",-33.551306,66.802907,Storm,Under Construction,4,10,Drunk Driving
62bf3c1d,29-03-2024,20:16,"London, UK",-70.664915,-58.44597,Rain,Gravel,1,1,Weather Conditions
8b9ba2c7,02-09-2023,04:06,"London, UK",24.946894,-44.315906,Fog,Under Construction,4,10,Drunk Driving
f4c50421,02-08-2024,00:23,"Sydney, Australia",63.631345,55.518153,Clear,Wet,4,4,Weather Conditions
63c837da,29-02-2024,23:19,"Toronto, Canada",64.67588,-5.87209,Hail,Icy,1,8,Drunk Driving
6ea52f2a,22-07-2024,04:31,"Paris, France",88.887962,-44.17183,Storm,Gravel,3,3,Distracted Driving
ce872cd8,03-04-2023,03:57,"Tokyo, Japan",18.950011,59.394444,Snow,Dry,2,7,Mechanical Failure
528c7f90,25-08-2023,04:02,"Sydney, Australia",68.17054,13.739048,Clear,Gravel,1,4,Reckless Driving
47960a2c,28-03-2023,00:02,"Paris, France",87.175352,-5.387781,Fog,Gravel,3,2,Weather Conditions
559c51fc,20-08-2024,08:19,"Beijing, China",32.515532,41.012184,Rain,Under Construction,4,0,Drunk Driving
6edf1ad3,19-07-2023,05:43,"New York, USA",57.371741,142.342144,Storm,Snowy,4,4,Drunk Driving
9280e952,28-12-2023,03:07,"Paris, France",-87.900023,103.167664,Clear,Dry,5,6,Speeding
cd655d32,25-09-2024,06:19,"New York, USA",1.0254,39.811748,Hail,Icy,4,0,Distracted Driving
c8444d57,08-02-2024,22:43,"Toronto, Canada",-61.980507,-83.139796,Rain,Wet,3,2,Weather Conditions
97cbe7aa,04-09-2023,13:20,"Sydney, Australia",-66.272,-36.990671,Rain,Under Construction,5,7,Weather Conditions
bd503ea8,13-02-2023,19:07,"Tokyo, Japan",81.162461,-34.807162,Snow,Under Construction,2,10,Reckless Driving
77d4c403,28-02-2023,15:07,"Tokyo, Japan",-5.25005,-87.956895,Storm,Gravel,5,2,Reckless Driving
bac336b4,17-02-2023,07:46,"Paris, France",44.615784,-139.810292,Storm,Icy,2,2,Weather Conditions
9c38f84e,02-11-2024,00:54,"Beijing, China",-14.33339,149.605657,Snow,Icy,1,9,Speeding
1a0414a2,07-12-2023,20:51,"London, UK",53.006364,89.515761,Fog,Gravel,1,1,Drunk Driving
6af1d408,02-07-2023,01:04,"Paris, France",56.007206,-17.227205,Fog,Under Construction,2,10,Drunk Driving
27eb055a,24-12-2023,01:57,"Berlin, Germany",44.98338,53.269295,Fog,Icy,1,8,Mechanical Failure
a853e775,29-12-2024,04:07,"Tokyo, Japan",-39.657396,-98.952671,Clear,Gravel,3,4,Weather Conditions
268f776c,04-10-2024,21:34,"Paris, France",-63.781604,-2.292774,Fog,Wet,4,3,Drunk Driving
a16dfd55,25-08-2024,09:15,"São Paulo, Brazil",-50.579939,-107.595428,Rain,Wet,2,10,Weather Conditions
9424e7b8,08-02-2024,15:37,"New York, USA",-89.609613,-16.308308,Snow,Dry,3,7,Speeding
a598d7af,13-04-2024,13:59,"Toronto, Canada",-83.655114,31.584769,Rain,Dry,2,5,Speeding
c14d22a1,22-11-2023,04:48,"New York, USA",-59.806403,9.725622,Fog,Wet,2,2,Mechanical Failure
29d221e3,15-11-2024,16:06,"Beijing, China",-43.302874,-134.499323,Fog,Wet,2,6,Drunk Driving
91bb3612,13-12-2023,22:48,"Tokyo, Japan",0.972027,-40.633619,Clear,Gravel,4,0,Distracted Driving
1689ef16,20-11-2023,06:40,"Berlin, Germany",54.691028,106.804579,Fog,Under Construction,5,9,Speeding
e64be717,09-03-2024,12:32,"Paris, France",-32.522299,-143.011595,Hail,Gravel,5,0,Mechanical Failure
79489420,26-04-2024,11:47,"Toronto, Canada",-1.286025,11.767464,Rain,Dry,1,6,Mechanical Failure
ea2aead8,15-01-2024,15:59,"Paris, France",16.344712,147.435794,Fog,Dry,3,10,Drunk Driving
cd96afb2,03-03-2024,02:13,"São Paulo, Brazil",-80.115077,-87.726051,Fog,Under Construction,2,1,Reckless Driving
ceafac1f,21-06-2024,15:07,"Paris, France",36.527694,-143.246739,Hail,Gravel,1,2,Reckless Driving
1c193a5d,02-06-2023,11:17,"New York, USA",-21.425767,145.673484,Fog,Snowy,4,0,Distracted Driving
14405661,30-01-2023,09:03,"Toronto, Canada",22.851191,-163.64165,Fog,Icy,5,10,Mechanical Failure
